tx_id,category,payment_method,country,amount_eur,ts
20260610-00-00000,home,cash,FR,170.08,2026-06-10T21:40:00
20260610-00-00001,toys,card,ES,140.74,2026-06-10T21:37:00
20260610-00-00002,groceries,transfer,NL,141.02,2026-06-10T23:41:00
20260610-00-00003,books,wallet,IT,102.98,2026-06-10T00:49:00
20260610-00-00004,toys,wallet,FR,92.93,2026-06-10T09:20:00
20260610-00-00005,fashion,cash,ES,239.52,2026-06-10T02:58:00
20260610-00-00006,fashion,transfer,BE,134.07,2026-06-10T12:48:00
20260610-00-00007,books,transfer,BE,136.41,2026-06-10T17:09:00
20260610-00-00008,fashion,transfer,NL,11.15,2026-06-10T01:34:00
20260610-00-00009,books,cash,IT,26.15,2026-06-10T20:00:00
20260610-00-00010,sports,cash,FR,111.89,2026-06-10T19:21:00
20260610-00-00011,sports,card,IT,127.28,2026-06-10T11:43:00
20260610-00-00012,fashion,card,BE,153.03,2026-06-10T18:01:00
20260610-00-00013,groceries,cash,FR,159.94,2026-06-10T20:12:00
20260610-00-00014,sports,card,FR,233.42,2026-06-10T02:35:00
20260610-00-00015,electronics,wallet,FR,212.84,2026-06-10T14:09:00
20260610-00-00016,electronics,cash,IT,158.91,2026-06-10T14:20:00
20260610-00-00017,electronics,cash,FR,249.29,2026-06-10T10:44:00
20260610-00-00018,groceries,transfer,ES,208.65,2026-06-10T15:23:00
20260610-00-00019,toys,transfer,NL,154.52,2026-06-10T05:42:00
20260610-00-00020,toys,card,IT,131.89,2026-06-10T20:48:00
20260610-00-00021,fashion,cash,ES,186.95,2026-06-10T19:27:00
20260610-00-00022,home,cash,IT,230.46,2026-06-10T00:10:00
20260610-00-00023,electronics,transfer,IT,108.52,2026-06-10T10:39:00
20260610-00-00024,books,transfer,DE,120.28,2026-06-10T05:59:00
20260610-00-00025,toys,transfer,BE,126.58,2026-06-10T06:26:00
20260610-00-00026,fashion,cash,FR,57.1,2026-06-10T00:08:00
20260610-00-00027,electronics,wallet,DE,6.29,2026-06-10T16:54:00
20260610-00-00028,groceries,transfer,BE,46.74,2026-06-10T02:02:00
20260610-00-00029,sports,wallet,NL,121.03,2026-06-10T16:10:00
20260610-00-00030,home,cash,BE,154.31,2026-06-10T20:38:00
20260610-00-00031,toys,wallet,IT,236.21,2026-06-10T12:50:00
20260610-00-00032,electronics,wallet,ES,148.47,2026-06-10T21:48:00
20260610-00-00033,fashion,wallet,NL,138.76,2026-06-10T08:57:00
20260610-00-00034,home,wallet,NL,47.95,2026-06-10T04:05:00
20260610-00-00035,groceries,transfer,DE,56.29,2026-06-10T13:39:00
20260610-00-00036,sports,card,NL,173.46,2026-06-10T02:09:00
20260610-00-00037,books,cash,BE,126.57,2026-06-10T10:14:00
20260610-00-00038,sports,wallet,IT,204.75,2026-06-10T01:24:00
20260610-00-00039,books,card,NL,153.07,2026-06-10T14:40:00
20260610-00-00040,groceries,wallet,ES,128.89,2026-06-10T10:01:00
20260610-00-00041,books,card,DE,247.21,2026-06-10T22:52:00
20260610-00-00042,books,cash,NL,167.12,2026-06-10T13:50:00
20260610-00-00043,fashion,transfer,ES,177.35,2026-06-10T05:52:00
20260610-00-00044,toys,cash,DE,243.04,2026-06-10T05:21:00
20260610-00-00045,toys,cash,DE,58.89,2026-06-10T03:26:00
20260610-00-00046,groceries,cash,NL,105.51,2026-06-10T22:21:00
20260610-00-00047,groceries,card,DE,210.51,2026-06-10T09:17:00
20260610-00-00048,fashion,cash,ES,183.06,2026-06-10T17:56:00
20260610-00-00049,electronics,cash,FR,62.45,2026-06-10T22:50:00
20260610-00-00050,books,card,NL,96.33,2026-06-10T21:34:00
20260610-00-00051,sports,transfer,FR,19.51,2026-06-10T21:25:00
20260610-00-00052,electronics,cash,BE,240.96,2026-06-10T16:03:00
20260610-00-00053,sports,card,NL,65.79,2026-06-10T04:13:00
20260610-00-00054,fashion,transfer,NL,135.62,2026-06-10T11:24:00
20260610-00-00055,electronics,wallet,FR,209.16,2026-06-10T12:47:00
20260610-00-00056,toys,wallet,ES,149.78,2026-06-10T13:48:00
20260610-00-00057,books,card,NL,87.84,2026-06-10T03:11:00
20260610-00-00058,books,card,DE,68.24,2026-06-10T14:34:00
20260610-00-00059,books,card,BE,188.71,2026-06-10T05:11:00
20260610-00-00060,groceries,wallet,BE,81.57,2026-06-10T22:28:00
20260610-00-00061,electronics,cash,BE,238.51,2026-06-10T05:10:00
20260610-00-00062,electronics,cash,IT,6.37,2026-06-10T13:25:00
20260610-00-00063,toys,card,ES,66.69,2026-06-10T17:12:00
20260610-00-00064,groceries,cash,ES,65.58,2026-06-10T11:44:00
20260610-00-00065,books,wallet,FR,143.37,2026-06-10T05:58:00
20260610-00-00066,electronics,wallet,ES,164.98,2026-06-10T00:14:00
20260610-00-00067,sports,wallet,BE,162.19,2026-06-10T18:06:00
20260610-00-00068,books,wallet,ES,95.63,2026-06-10T13:26:00
20260610-00-00069,electronics,transfer,DE,164.47,2026-06-10T07:57:00
20260610-00-00070,toys,transfer,FR,162.46,2026-06-10T16:35:00
20260610-00-00071,books,transfer,FR,43.42,2026-06-10T04:50:00
20260610-00-00072,groceries,card,IT,183.08,2026-06-10T21:01:00
20260610-00-00073,fashion,cash,BE,94.8,2026-06-10T01:15:00
20260610-00-00074,home,card,BE,133.24,2026-06-10T17:38:00
20260610-00-00075,books,card,NL,81.85,2026-06-10T03:35:00
20260610-00-00076,toys,card,BE,130.33,2026-06-10T16:52:00
20260610-00-00077,fashion,wallet,BE,175.33,2026-06-10T12:23:00
20260610-00-00078,home,cash,BE,194.36,2026-06-10T02:18:00
20260610-00-00079,books,wallet,BE,243.95,2026-06-10T20:04:00
20260610-00-00080,sports,transfer,BE,211.26,2026-06-10T16:34:00
20260610-00-00081,groceries,transfer,ES,167.33,2026-06-10T07:06:00
20260610-00-00082,groceries,transfer,NL,107.51,2026-06-10T22:44:00
20260610-00-00083,toys,transfer,NL,204.4,2026-06-10T07:48:00
20260610-00-00084,electronics,transfer,ES,4.01,2026-06-10T17:33:00
20260610-00-00085,books,card,NL,54.81,2026-06-10T07:53:00
