tx_id,category,payment_method,country,amount_eur,ts
20260611-00-00000,home,wallet,IT,212.74,2026-06-11T16:52:00
20260611-00-00001,toys,cash,DE,134.93,2026-06-11T21:37:00
20260611-00-00002,electronics,card,FR,153.5,2026-06-11T14:50:00
20260611-00-00003,home,cash,IT,7.01,2026-06-11T14:51:00
20260611-00-00004,fashion,wallet,BE,129.31,2026-06-11T09:29:00
20260611-00-00005,sports,card,BE,56.99,2026-06-11T04:20:00
20260611-00-00006,fashion,card,BE,44.82,2026-06-11T06:55:00
20260611-00-00007,books,cash,ES,194.95,2026-06-11T17:40:00
20260611-00-00008,groceries,card,ES,151.16,2026-06-11T07:52:00
20260611-00-00009,electronics,cash,DE,129.83,2026-06-11T03:45:00
20260611-00-00010,home,cash,FR,26.73,2026-06-11T14:36:00
20260611-00-00011,toys,cash,ES,11.29,2026-06-11T12:35:00
20260611-00-00012,groceries,cash,IT,75.6,2026-06-11T14:46:00
20260611-00-00013,electronics,card,IT,104.19,2026-06-11T23:19:00
20260611-00-00014,books,cash,IT,125.05,2026-06-11T18:18:00
20260611-00-00015,groceries,card,NL,177.07,2026-06-11T03:32:00
20260611-00-00016,toys,transfer,FR,21.54,2026-06-11T04:30:00
20260611-00-00017,toys,transfer,BE,52.53,2026-06-11T07:46:00
20260611-00-00018,books,transfer,NL,28.99,2026-06-11T12:02:00
20260611-00-00019,home,card,NL,190.35,2026-06-11T13:20:00
20260611-00-00020,fashion,cash,BE,14.71,2026-06-11T23:39:00
20260611-00-00021,home,wallet,ES,9.29,2026-06-11T06:26:00
20260611-00-00022,books,wallet,DE,134.2,2026-06-11T07:15:00
20260611-00-00023,books,card,BE,223.48,2026-06-11T07:50:00
20260611-00-00024,electronics,card,FR,99.73,2026-06-11T10:12:00
20260611-00-00025,groceries,cash,FR,186.54,2026-06-11T18:26:00
20260611-00-00026,toys,cash,ES,12.86,2026-06-11T20:30:00
20260611-00-00027,groceries,cash,ES,147.06,2026-06-11T07:44:00
