tx_id,category,payment_method,country,amount_eur,ts
20260612-00-00000,books,card,BE,29.46,2026-06-12T10:14:00
20260612-00-00001,books,transfer,NL,159.46,2026-06-12T05:07:00
20260612-00-00002,fashion,cash,NL,180.61,2026-06-12T06:41:00
20260612-00-00003,books,wallet,FR,100.78,2026-06-12T00:28:00
20260612-00-00004,home,transfer,DE,12.72,2026-06-12T14:38:00
20260612-00-00005,groceries,transfer,FR,38.4,2026-06-12T04:57:00
20260612-00-00006,home,cash,IT,58.53,2026-06-12T06:28:00
20260612-00-00007,fashion,cash,IT,53.91,2026-06-12T21:11:00
20260612-00-00008,fashion,wallet,ES,248.82,2026-06-12T02:03:00
20260612-00-00009,books,card,FR,101.62,2026-06-12T11:23:00
20260612-00-00010,toys,card,FR,63.28,2026-06-12T06:44:00
20260612-00-00011,groceries,transfer,FR,39.8,2026-06-12T12:00:00
20260612-00-00012,books,transfer,IT,227.78,2026-06-12T03:44:00
20260612-00-00013,electronics,wallet,NL,66.23,2026-06-12T23:46:00
20260612-00-00014,electronics,cash,IT,139.04,2026-06-12T10:34:00
20260612-00-00015,groceries,card,ES,35.35,2026-06-12T11:14:00
20260612-00-00016,fashion,card,NL,206.23,2026-06-12T08:59:00
20260612-00-00017,groceries,card,FR,127.76,2026-06-12T05:32:00
20260612-00-00018,sports,card,NL,139.32,2026-06-12T18:21:00
20260612-00-00019,fashion,card,ES,156.83,2026-06-12T18:16:00
20260612-00-00020,fashion,transfer,ES,169.76,2026-06-12T13:22:00
20260612-00-00021,sports,transfer,DE,102.4,2026-06-12T02:26:00
20260612-00-00022,electronics,cash,ES,71.73,2026-06-12T20:39:00
20260612-00-00023,groceries,card,BE,129.62,2026-06-12T18:13:00
20260612-00-00024,home,cash,ES,121.15,2026-06-12T02:16:00
20260612-00-00025,electronics,cash,FR,215.43,2026-06-12T04:43:00
20260612-00-00026,home,cash,BE,56.94,2026-06-12T18:04:00
20260612-00-00027,books,cash,FR,152.19,2026-06-12T08:36:00
20260612-00-00028,groceries,cash,BE,20.76,2026-06-12T04:33:00
20260612-00-00029,sports,card,IT,197.43,2026-06-12T05:47:00
20260612-00-00030,groceries,wallet,IT,111.15,2026-06-12T22:50:00
20260612-00-00031,books,cash,FR,241.28,2026-06-12T03:56:00
20260612-00-00032,fashion,card,IT,159.8,2026-06-12T17:03:00
20260612-00-00033,electronics,transfer,NL,126.36,2026-06-12T21:04:00
20260612-00-00034,sports,wallet,ES,15.89,2026-06-12T06:50:00
20260612-00-00035,books,wallet,NL,156.64,2026-06-12T05:07:00
20260612-00-00036,toys,cash,ES,153.53,2026-06-12T11:48:00
20260612-00-00037,books,wallet,ES,202.18,2026-06-12T01:50:00
20260612-00-00038,fashion,wallet,ES,6.4,2026-06-12T17:44:00
20260612-00-00039,toys,wallet,NL,78.97,2026-06-12T01:06:00
20260612-00-00040,toys,wallet,IT,138.38,2026-06-12T00:40:00
20260612-00-00041,home,card,ES,210.71,2026-06-12T19:29:00
20260612-00-00042,toys,transfer,ES,101.57,2026-06-12T21:51:00
20260612-00-00043,sports,cash,NL,139.31,2026-06-12T09:37:00
20260612-00-00044,sports,cash,DE,162.41,2026-06-12T11:36:00
20260612-00-00045,home,cash,BE,101.59,2026-06-12T17:49:00
20260612-00-00046,books,cash,IT,73.49,2026-06-12T23:40:00
20260612-00-00047,fashion,transfer,FR,30.36,2026-06-12T07:28:00
20260612-00-00048,fashion,cash,ES,82.9,2026-06-12T23:04:00
20260612-00-00049,electronics,cash,IT,196.53,2026-06-12T20:25:00
20260612-00-00050,sports,transfer,ES,99.63,2026-06-12T17:02:00
20260612-00-00051,sports,wallet,BE,117.38,2026-06-12T06:36:00
20260612-00-00052,toys,transfer,NL,99.51,2026-06-12T18:20:00
20260612-00-00053,sports,transfer,ES,247.19,2026-06-12T19:26:00
20260612-00-00054,groceries,transfer,DE,224.47,2026-06-12T21:48:00
20260612-00-00055,sports,cash,DE,208.56,2026-06-12T13:28:00
20260612-00-00056,sports,transfer,ES,185.64,2026-06-12T15:08:00
20260612-00-00057,books,transfer,BE,177.77,2026-06-12T07:40:00
20260612-00-00058,groceries,cash,ES,20.64,2026-06-12T03:45:00
20260612-00-00059,sports,transfer,BE,235.98,2026-06-12T18:17:00
20260612-00-00060,electronics,cash,DE,29.7,2026-06-12T04:25:00
20260612-00-00061,books,cash,DE,65.44,2026-06-12T14:47:00
20260612-00-00062,electronics,wallet,NL,90.47,2026-06-12T10:48:00
20260612-00-00063,electronics,cash,NL,104.59,2026-06-12T12:46:00
20260612-00-00064,books,card,ES,74.25,2026-06-12T12:46:00
20260612-00-00065,sports,card,BE,77.56,2026-06-12T01:07:00
20260612-00-00066,toys,card,FR,140.93,2026-06-12T04:10:00
20260612-00-00067,sports,transfer,BE,8.8,2026-06-12T15:23:00
20260612-00-00068,toys,transfer,IT,139.78,2026-06-12T22:17:00
20260612-00-00069,fashion,cash,ES,136.0,2026-06-12T12:26:00
20260612-00-00070,groceries,transfer,NL,235.2,2026-06-12T22:40:00
20260612-00-00071,groceries,card,BE,185.14,2026-06-12T19:06:00
20260612-00-00072,sports,card,FR,134.31,2026-06-12T08:00:00
20260612-00-00073,books,card,DE,198.82,2026-06-12T11:21:00
20260612-00-00074,toys,transfer,FR,165.4,2026-06-12T05:48:00
20260612-00-00075,groceries,transfer,BE,28.58,2026-06-12T11:15:00
20260612-00-00076,fashion,cash,IT,147.63,2026-06-12T17:39:00
20260612-00-00077,home,card,BE,148.88,2026-06-12T21:29:00
20260612-00-00078,groceries,wallet,ES,88.6,2026-06-12T13:05:00
20260612-00-00079,fashion,card,BE,142.89,2026-06-12T17:37:00
20260612-00-00080,toys,transfer,DE,36.19,2026-06-12T16:34:00
20260612-00-00081,fashion,transfer,NL,178.09,2026-06-12T02:53:00
20260612-00-00082,groceries,transfer,FR,218.7,2026-06-12T17:06:00
20260612-00-00083,toys,card,IT,207.26,2026-06-12T20:44:00
20260612-00-00084,toys,transfer,BE,71.88,2026-06-12T00:20:00
20260612-00-00085,sports,cash,BE,52.24,2026-06-12T23:46:00
20260612-00-00086,electronics,wallet,BE,15.19,2026-06-12T14:13:00
20260612-00-00087,books,card,ES,55.41,2026-06-12T18:16:00
20260612-00-00088,electronics,cash,NL,65.19,2026-06-12T05:38:00
20260612-00-00089,sports,card,FR,216.94,2026-06-12T02:13:00
20260612-00-00090,sports,wallet,ES,174.63,2026-06-12T19:25:00
20260612-00-00091,home,wallet,DE,8.56,2026-06-12T15:30:00
20260612-00-00092,electronics,cash,FR,233.98,2026-06-12T02:59:00
20260612-00-00093,toys,transfer,FR,21.1,2026-06-12T06:10:00
20260612-00-00094,fashion,card,ES,103.12,2026-06-12T14:19:00
20260612-00-00095,fashion,wallet,NL,49.4,2026-06-12T02:16:00
20260612-00-00096,groceries,wallet,DE,144.02,2026-06-12T17:10:00
20260612-00-00097,electronics,transfer,DE,61.67,2026-06-12T01:19:00
20260612-00-00098,books,card,BE,3.64,2026-06-12T05:01:00
20260612-00-00099,electronics,cash,ES,233.11,2026-06-12T17:29:00
20260612-00-00100,groceries,transfer,ES,133.5,2026-06-12T03:46:00
20260612-00-00101,home,card,FR,157.16,2026-06-12T19:36:00
20260612-00-00102,home,card,ES,71.89,2026-06-12T18:26:00
20260612-00-00103,toys,cash,BE,6.59,2026-06-12T08:32:00
20260612-00-00104,electronics,transfer,DE,50.05,2026-06-12T06:46:00
20260612-00-00105,fashion,cash,FR,185.05,2026-06-12T22:20:00
20260612-00-00106,toys,transfer,BE,112.06,2026-06-12T02:17:00
20260612-00-00107,groceries,transfer,DE,94.09,2026-06-12T01:18:00
20260612-00-00108,fashion,transfer,BE,136.2,2026-06-12T01:30:00
20260612-00-00109,books,transfer,ES,29.86,2026-06-12T11:31:00
20260612-00-00110,fashion,cash,IT,218.04,2026-06-12T11:35:00
20260612-00-00111,toys,wallet,BE,168.13,2026-06-12T04:35:00
20260612-00-00112,toys,transfer,IT,240.03,2026-06-12T22:23:00
20260612-00-00113,electronics,cash,ES,95.53,2026-06-12T12:17:00
20260612-00-00114,sports,cash,DE,142.38,2026-06-12T02:53:00
20260612-00-00115,books,transfer,ES,228.53,2026-06-12T20:07:00
20260612-00-00116,groceries,card,ES,163.88,2026-06-12T16:40:00
20260612-00-00117,toys,wallet,NL,159.48,2026-06-12T18:10:00
20260612-00-00118,home,transfer,ES,7.96,2026-06-12T04:15:00
20260612-00-00119,groceries,transfer,BE,127.04,2026-06-12T22:56:00
20260612-00-00120,home,transfer,IT,238.37,2026-06-12T05:23:00
20260612-00-00121,electronics,cash,ES,170.55,2026-06-12T20:50:00
20260612-00-00122,sports,wallet,NL,234.42,2026-06-12T06:33:00
20260612-00-00123,toys,cash,ES,89.12,2026-06-12T15:05:00
20260612-00-00124,books,wallet,NL,128.6,2026-06-12T18:58:00
20260612-00-00125,toys,transfer,ES,177.34,2026-06-12T07:04:00
20260612-00-00126,toys,cash,BE,78.38,2026-06-12T01:30:00
20260612-00-00127,books,card,NL,46.75,2026-06-12T08:36:00
20260612-00-00128,groceries,wallet,IT,33.13,2026-06-12T09:23:00
20260612-00-00129,groceries,cash,ES,233.49,2026-06-12T13:17:00
20260612-00-00130,books,cash,FR,208.78,2026-06-12T05:22:00
20260612-00-00131,electronics,wallet,ES,35.37,2026-06-12T20:16:00
20260612-00-00132,fashion,transfer,NL,239.51,2026-06-12T13:42:00
20260612-00-00133,electronics,card,NL,228.92,2026-06-12T15:34:00
20260612-00-00134,sports,card,FR,145.12,2026-06-12T22:10:00
20260612-00-00135,sports,card,NL,190.29,2026-06-12T08:40:00
20260612-00-00136,fashion,wallet,ES,98.71,2026-06-12T04:40:00
20260612-00-00137,groceries,transfer,ES,179.3,2026-06-12T08:27:00
20260612-00-00138,sports,cash,FR,124.98,2026-06-12T06:13:00
20260612-00-00139,books,card,FR,108.05,2026-06-12T11:05:00
20260612-00-00140,electronics,card,ES,124.77,2026-06-12T06:59:00
20260612-00-00141,sports,card,ES,60.74,2026-06-12T16:06:00
20260612-00-00142,sports,wallet,NL,163.5,2026-06-12T18:24:00
20260612-00-00143,books,card,IT,147.88,2026-06-12T08:48:00
20260612-00-00144,books,transfer,DE,120.31,2026-06-12T03:17:00
20260612-00-00145,books,wallet,IT,134.8,2026-06-12T14:09:00
20260612-00-00146,fashion,transfer,NL,54.87,2026-06-12T01:01:00
20260612-00-00147,sports,card,ES,184.84,2026-06-12T16:28:00
20260612-00-00148,toys,wallet,ES,96.07,2026-06-12T08:11:00
20260612-00-00149,toys,cash,ES,28.82,2026-06-12T10:19:00
20260612-00-00150,fashion,wallet,NL,246.95,2026-06-12T07:57:00
20260612-00-00151,home,transfer,NL,130.15,2026-06-12T18:01:00
20260612-00-00152,home,cash,DE,10.84,2026-06-12T11:03:00
20260612-00-00153,books,wallet,BE,178.68,2026-06-12T18:28:00
20260612-00-00154,sports,transfer,FR,136.53,2026-06-12T02:56:00
20260612-00-00155,fashion,wallet,ES,48.78,2026-06-12T09:41:00
20260612-00-00156,toys,wallet,DE,168.33,2026-06-12T03:22:00
20260612-00-00157,electronics,card,IT,192.13,2026-06-12T10:10:00
20260612-00-00158,electronics,cash,DE,221.76,2026-06-12T07:49:00
20260612-00-00159,toys,cash,ES,50.65,2026-06-12T06:34:00
20260612-00-00160,fashion,cash,ES,100.68,2026-06-12T12:04:00
20260612-00-00161,groceries,card,BE,185.87,2026-06-12T13:19:00
20260612-00-00162,groceries,card,BE,127.86,2026-06-12T07:26:00
20260612-00-00163,books,cash,DE,52.32,2026-06-12T19:11:00
20260612-00-00164,fashion,wallet,BE,132.76,2026-06-12T12:26:00
20260612-00-00165,toys,cash,FR,216.62,2026-06-12T15:58:00
20260612-00-00166,groceries,transfer,IT,186.93,2026-06-12T00:55:00
20260612-00-00167,sports,transfer,NL,156.97,2026-06-12T15:56:00
