tx_id,category,payment_method,country,amount_eur,ts
20260604-00-00000,electronics,wallet,FR,120.48,2026-06-04T09:56:00
20260604-00-00001,toys,wallet,DE,125.38,2026-06-04T20:08:00
20260604-00-00002,fashion,card,IT,26.14,2026-06-04T19:34:00
20260604-00-00003,fashion,cash,NL,50.33,2026-06-04T10:15:00
20260604-00-00004,groceries,transfer,BE,49.23,2026-06-04T02:19:00
20260604-00-00005,fashion,cash,FR,28.64,2026-06-04T16:21:00
20260604-00-00006,sports,transfer,BE,131.03,2026-06-04T18:12:00
20260604-00-00007,groceries,wallet,IT,221.1,2026-06-04T19:42:00
20260604-00-00008,groceries,cash,ES,118.98,2026-06-04T20:35:00
20260604-00-00009,home,transfer,BE,203.27,2026-06-04T07:57:00
20260604-00-00010,sports,wallet,NL,86.52,2026-06-04T01:21:00
20260604-00-00011,sports,wallet,DE,166.85,2026-06-04T02:24:00
20260604-00-00012,fashion,wallet,FR,178.0,2026-06-04T11:03:00
20260604-00-00013,sports,transfer,ES,120.6,2026-06-04T08:41:00
20260604-00-00014,groceries,card,BE,216.04,2026-06-04T23:07:00
20260604-00-00015,groceries,cash,ES,118.87,2026-06-04T18:52:00
20260604-00-00016,books,cash,DE,196.15,2026-06-04T08:40:00
20260604-00-00017,electronics,card,ES,222.72,2026-06-04T12:59:00
20260604-00-00018,home,wallet,NL,27.41,2026-06-04T01:29:00
20260604-00-00019,electronics,cash,NL,113.11,2026-06-04T08:34:00
20260604-00-00020,toys,wallet,BE,159.85,2026-06-04T16:28:00
20260604-00-00021,books,wallet,IT,32.58,2026-06-04T07:01:00
20260604-00-00022,books,transfer,BE,99.2,2026-06-04T15:15:00
20260604-00-00023,home,transfer,FR,124.68,2026-06-04T13:36:00
20260604-00-00024,books,wallet,FR,224.38,2026-06-04T09:26:00
20260604-00-00025,groceries,cash,NL,4.77,2026-06-04T22:25:00
20260604-00-00026,sports,transfer,DE,242.48,2026-06-04T14:15:00
20260604-00-00027,groceries,wallet,IT,157.71,2026-06-04T16:38:00
20260604-00-00028,fashion,transfer,IT,62.98,2026-06-04T07:19:00
