tx_id,category,payment_method,country,amount_eur,ts
20260601-00-00000,sports,card,FR,58.68,2026-06-01T17:14:00
20260601-00-00001,home,card,IT,133.39,2026-06-01T02:58:00
20260601-00-00002,books,card,DE,83.11,2026-06-01T06:20:00
20260601-00-00003,groceries,wallet,ES,21.0,2026-06-01T21:00:00
20260601-00-00004,books,wallet,ES,175.91,2026-06-01T23:53:00
20260601-00-00005,books,cash,ES,109.57,2026-06-01T01:46:00
20260601-00-00006,toys,wallet,BE,187.96,2026-06-01T01:21:00
20260601-00-00007,electronics,wallet,ES,34.71,2026-06-01T19:50:00
20260601-00-00008,groceries,cash,DE,205.63,2026-06-01T00:17:00
20260601-00-00009,home,transfer,NL,226.38,2026-06-01T13:11:00
20260601-00-00010,fashion,card,BE,192.1,2026-06-01T05:49:00
20260601-00-00011,sports,wallet,NL,183.84,2026-06-01T04:48:00
20260601-00-00012,groceries,cash,NL,24.53,2026-06-01T00:40:00
20260601-00-00013,toys,transfer,IT,25.8,2026-06-01T18:05:00
20260601-00-00014,sports,card,IT,27.87,2026-06-01T08:56:00
20260601-00-00015,books,transfer,ES,82.5,2026-06-01T00:13:00
20260601-00-00016,electronics,transfer,DE,80.44,2026-06-01T07:18:00
20260601-00-00017,sports,cash,FR,48.92,2026-06-01T10:02:00
20260601-00-00018,electronics,cash,ES,203.44,2026-06-01T03:11:00
20260601-00-00019,electronics,transfer,IT,143.45,2026-06-01T22:00:00
20260601-00-00020,electronics,wallet,DE,245.38,2026-06-01T21:05:00
20260601-00-00021,toys,transfer,NL,27.56,2026-06-01T22:07:00
20260601-00-00022,toys,card,BE,208.65,2026-06-01T10:18:00
20260601-00-00023,electronics,wallet,IT,94.02,2026-06-01T14:09:00
20260601-00-00024,toys,cash,BE,195.25,2026-06-01T11:30:00
20260601-00-00025,fashion,card,NL,202.46,2026-06-01T19:14:00
20260601-00-00026,books,transfer,ES,215.38,2026-06-01T12:06:00
20260601-00-00027,toys,card,DE,23.42,2026-06-01T15:56:00
20260601-00-00028,home,wallet,NL,225.18,2026-06-01T12:48:00
20260601-00-00029,electronics,cash,BE,12.89,2026-06-01T07:55:00
20260601-00-00030,sports,cash,DE,138.38,2026-06-01T01:23:00
20260601-00-00031,toys,wallet,FR,58.87,2026-06-01T10:08:00
20260601-00-00032,fashion,wallet,DE,86.71,2026-06-01T20:14:00
20260601-00-00033,toys,cash,IT,29.01,2026-06-01T09:13:00
20260601-00-00034,fashion,cash,IT,199.48,2026-06-01T05:14:00
20260601-00-00035,books,wallet,BE,159.65,2026-06-01T21:25:00
20260601-00-00036,groceries,transfer,IT,159.07,2026-06-01T20:52:00
20260601-00-00037,sports,transfer,FR,7.64,2026-06-01T06:51:00
20260601-00-00038,toys,card,BE,49.52,2026-06-01T04:50:00
20260601-00-00039,toys,cash,ES,4.14,2026-06-01T01:57:00
20260601-00-00040,home,transfer,BE,178.08,2026-06-01T13:12:00
20260601-00-00041,groceries,cash,IT,155.51,2026-06-01T12:00:00
20260601-00-00042,toys,cash,DE,222.28,2026-06-01T02:28:00
20260601-00-00043,books,cash,IT,160.02,2026-06-01T17:23:00
20260601-00-00044,toys,cash,ES,57.81,2026-06-01T06:03:00
20260601-00-00045,groceries,wallet,BE,211.18,2026-06-01T01:15:00
20260601-00-00046,toys,card,IT,205.19,2026-06-01T22:14:00
20260601-00-00047,home,wallet,NL,241.52,2026-06-01T12:50:00
20260601-00-00048,fashion,cash,FR,165.28,2026-06-01T16:49:00
20260601-00-00049,sports,wallet,IT,134.25,2026-06-01T08:39:00
20260601-00-00050,sports,transfer,NL,123.32,2026-06-01T16:31:00
20260601-00-00051,fashion,wallet,DE,38.98,2026-06-01T04:02:00
20260601-00-00052,home,transfer,NL,133.72,2026-06-01T03:11:00
20260601-00-00053,books,cash,NL,59.83,2026-06-01T04:00:00
20260601-00-00054,groceries,card,NL,44.35,2026-06-01T18:50:00
