tx_id,category,payment_method,country,amount_eur,ts
20260605-00-00000,sports,cash,ES,203.94,2026-06-05T03:12:00
20260605-00-00001,groceries,wallet,BE,16.55,2026-06-05T23:21:00
20260605-00-00002,electronics,transfer,IT,25.44,2026-06-05T20:02:00
20260605-00-00003,fashion,cash,FR,183.68,2026-06-05T13:12:00
20260605-00-00004,home,transfer,FR,85.5,2026-06-05T12:54:00
20260605-00-00005,home,transfer,DE,33.64,2026-06-05T19:48:00
20260605-00-00006,fashion,card,DE,36.05,2026-06-05T14:48:00
20260605-00-00007,electronics,wallet,NL,132.58,2026-06-05T07:43:00
20260605-00-00008,home,card,DE,169.96,2026-06-05T03:03:00
20260605-00-00009,sports,wallet,FR,27.83,2026-06-05T13:51:00
20260605-00-00010,toys,transfer,NL,198.0,2026-06-05T20:08:00
20260605-00-00011,electronics,card,IT,218.16,2026-06-05T10:52:00
20260605-00-00012,toys,cash,BE,89.02,2026-06-05T19:46:00
20260605-00-00013,electronics,wallet,DE,60.57,2026-06-05T09:09:00
20260605-00-00014,toys,transfer,NL,141.63,2026-06-05T08:14:00
20260605-00-00015,fashion,transfer,BE,159.92,2026-06-05T01:44:00
20260605-00-00016,sports,transfer,DE,168.9,2026-06-05T23:35:00
20260605-00-00017,sports,wallet,DE,237.95,2026-06-05T15:58:00
20260605-00-00018,home,card,FR,160.5,2026-06-05T20:52:00
20260605-00-00019,fashion,cash,DE,19.86,2026-06-05T09:01:00
20260605-00-00020,groceries,wallet,NL,154.5,2026-06-05T12:47:00
20260605-00-00021,toys,cash,IT,193.72,2026-06-05T04:36:00
20260605-00-00022,home,card,BE,39.66,2026-06-05T15:13:00
20260605-00-00023,books,cash,DE,200.12,2026-06-05T10:45:00
20260605-00-00024,toys,transfer,BE,227.99,2026-06-05T03:31:00
20260605-00-00025,home,card,ES,124.04,2026-06-05T15:28:00
20260605-00-00026,electronics,transfer,BE,213.39,2026-06-05T01:06:00
20260605-00-00027,toys,card,NL,142.24,2026-06-05T04:34:00
20260605-00-00028,electronics,cash,FR,237.09,2026-06-05T14:18:00
20260605-00-00029,home,card,ES,112.56,2026-06-05T08:57:00
20260605-00-00030,electronics,wallet,BE,143.42,2026-06-05T09:18:00
20260605-00-00031,electronics,card,BE,56.46,2026-06-05T11:21:00
20260605-00-00032,home,cash,IT,188.43,2026-06-05T08:12:00
20260605-00-00033,groceries,wallet,DE,231.77,2026-06-05T12:51:00
20260605-00-00034,books,card,DE,244.86,2026-06-05T14:25:00
20260605-00-00035,toys,transfer,BE,116.49,2026-06-05T06:57:00
20260605-00-00036,home,transfer,ES,242.31,2026-06-05T21:30:00
