tx_id,category,payment_method,country,amount_eur,ts
20260603-00-00000,books,cash,NL,107.7,2026-06-03T05:33:00
20260603-00-00001,fashion,wallet,NL,206.02,2026-06-03T05:55:00
20260603-00-00002,electronics,wallet,IT,178.88,2026-06-03T22:45:00
20260603-00-00003,sports,cash,IT,120.09,2026-06-03T03:45:00
20260603-00-00004,electronics,transfer,DE,248.88,2026-06-03T20:23:00
20260603-00-00005,books,wallet,FR,114.59,2026-06-03T12:24:00
20260603-00-00006,books,wallet,ES,228.04,2026-06-03T03:17:00
20260603-00-00007,books,transfer,IT,2.3,2026-06-03T02:19:00
20260603-00-00008,books,card,FR,137.32,2026-06-03T21:05:00
20260603-00-00009,home,transfer,FR,178.18,2026-06-03T04:06:00
20260603-00-00010,toys,transfer,FR,97.52,2026-06-03T02:37:00
20260603-00-00011,groceries,card,ES,8.22,2026-06-03T13:45:00
20260603-00-00012,electronics,transfer,DE,6.04,2026-06-03T19:28:00
20260603-00-00013,books,cash,NL,242.68,2026-06-03T12:53:00
20260603-00-00014,home,transfer,IT,176.87,2026-06-03T02:58:00
20260603-00-00015,toys,wallet,NL,63.86,2026-06-03T09:29:00
20260603-00-00016,electronics,cash,NL,114.67,2026-06-03T06:59:00
20260603-00-00017,fashion,card,NL,62.68,2026-06-03T16:21:00
20260603-00-00018,groceries,card,DE,213.5,2026-06-03T17:19:00
20260603-00-00019,electronics,cash,FR,239.25,2026-06-03T03:58:00
20260603-00-00020,home,transfer,ES,15.95,2026-06-03T01:59:00
20260603-00-00021,home,card,NL,163.7,2026-06-03T15:14:00
20260603-00-00022,groceries,cash,FR,81.18,2026-06-03T23:31:00
20260603-00-00023,home,wallet,ES,43.62,2026-06-03T20:33:00
20260603-00-00024,sports,card,NL,199.88,2026-06-03T15:08:00
20260603-00-00025,sports,cash,FR,180.9,2026-06-03T19:09:00
20260603-00-00026,electronics,cash,DE,81.85,2026-06-03T08:27:00
20260603-00-00027,electronics,transfer,DE,126.25,2026-06-03T01:27:00
20260603-00-00028,sports,transfer,NL,84.06,2026-06-03T16:31:00
20260603-00-00029,books,wallet,DE,48.69,2026-06-03T03:06:00
20260603-00-00030,fashion,wallet,FR,202.78,2026-06-03T14:44:00
20260603-00-00031,electronics,card,BE,147.85,2026-06-03T05:26:00
20260603-00-00032,sports,wallet,BE,55.02,2026-06-03T05:51:00
20260603-00-00033,toys,transfer,DE,104.38,2026-06-03T08:04:00
20260603-00-00034,electronics,cash,IT,170.0,2026-06-03T03:50:00
20260603-00-00035,groceries,cash,IT,56.29,2026-06-03T12:37:00
20260603-00-00036,groceries,transfer,NL,145.42,2026-06-03T08:16:00
20260603-00-00037,toys,card,ES,35.41,2026-06-03T07:26:00
